570075,0.970076416
570076,0.916846664
570077,0.951047094
570078,0.851559491
570079,0.928705776
570080,0.748685866
570081,0.96502242
570082,0.698127346
570083,0.793514131
570084,0.911346459
570085,0.732559443
570086,0.977874381
570087,0.957394297
570088,0.977504198
570089,0.776184341
570090,0.921084255
570091,0.92643958
570092,0.992660806
570093,0.981739907
570094,0.575969117
570095,0.773307042
570096,0.866943959
570097,0.812550662
570098,0.773155852
570099,0.746338735
570100,0.707923047
570101,0.88107493
570102,0.828977576
570103,0.833797055
570104,0.983631993
570105,0.988141201
570106,0.928090306
570107,0.984744179
570108,0.762946498
570109,0.989442163
570110,0.976486797
570111,0.467767725
570112,0.639034655
570113,0.83532469
570114,0.44586778
570115,0.798202185
570116,0.533157885
570117,0.704144194
570118,0.736552574
570119,0.651810829
570120,0.408545117
570121,0.380421057
570122,0.939981449
570123,0.732015179
570124,0.50555205
570125,0.505772991
570126,0.815819332
570127,0.795461834
570128,0.23877409
570129,0.651457606
570130,0.689154504
570131,0.956602651
570132,0.585305469
570133,0.884231468
570134,0.493408957
570135,0.819352634
570136,0.732107849
570137,0.977754901
570138,0.74146009
570139,0.755132126
570140,0.758172481
570141,0.672976543
570142,0.433122013
570143,0.870677662
570144,0.630759608
570145,0.755743603
570146,0.299719057
570147,0.315448275
570148,0.449742193
570149,0.715239338
570150,0.595327729
570151,0.753702794
570152,0.985759113
570153,0.861214819
570154,0.573653082
570155,0.974716451
570156,0.869171767
570157,0.891966069
570158,0.885013382
570159,0.705664863
570160,0.497674408
570161,0.855406048
570162,0.816250282
570163,0.473155697
570164,0.693730665
570165,0.953068219
570166,0.835392473
570167,0.907828708
570168,0.979077243
570169,0.945678916
570170,0.834401479
570171,0.571644179
570172,0.990939762
570173,0.994630794
570174,0.962817389
570175,0.924775617
570176,0.863976145
570177,0.972542334
570178,0.980328617
570179,0.753179843
570180,0.849629329
570181,0.821032283
570182,0.65480228
570183,0.688053902
570184,0.794380211
570185,0.614036517
570186,0.908538615
570187,0.917215996
570188,0.791167497
570189,0.978735497
570190,0.980887239
570191,0.984551687
570192,0.613055738
570193,0.742417122
570194,0.27385363
570195,0.375911666
570196,0.750218731
570197,0.851530393
570198,0.651577804
570199,0.412635908
570200,0.618781557
570201,0.500453157
570202,0.421985681
570203,0.784423805
570204,0.734413104
570205,0.777346277
570206,0.908788585
570207,0.845342744
570208,0.943383951
570209,0.496320839
570210,0.78636261
570211,0.603676246
570212,0.727874768
570213,0.832953292
570214,0.953556129
570215,0.996513844
570216,0.895811195
570217,0.635001473
570218,0.63302406
570219,0.508544039
570220,0.781720336
570221,0.881116087
570222,0.728153198
570223,0.672224407
570224,0.926327762
570225,0.898839195
570226,0.785730911
570227,0.397673733
570228,0.772242603
570229,0.605099354
570230,0.882251108
570231,0.721988818
570232,0.71443693
570233,0.757833581
570234,0.704219455
570235,0.604993692
570236,0.437686899
570237,0.502333265
570238,0.717978234
570239,0.807759517
570240,0.349966393
570241,0.664852949
570242,0.675229233
570243,0.542185069
570244,0.368367659
570245,0.495743627
570246,0.722309425
570247,0.534408274
570248,0.976988414
570249,0.71163403
570250,0.990421146
570251,0.311738383
570252,0.318457976
570253,0.898069751
570254,0.741375035
